catalogue_id,status,block,metric,n_models,blind_ids,near_duplicate_count,block_recurrence_count,metric_recurrence_count,source_type_recurrence_count,near_duplicate_ids
C0108,support,freeflow_form,euclidean,10,M010;M035;M038;M039;M044;M045;M050;M051;M059;M083,13,1,1,1,C0108;C0109;C0110;C0111;C0112;C0113;C0114;C0116;C0904;C0906;C1039;C1040;C1043
C0109,support,freeflow_form,euclidean,9,M010;M035;M038;M039;M044;M050;M051;M052;M059,7,1,1,1,C0108;C0109;C0902;C0905;C1038;C1046;C1241
C0110,support,freeflow_form,euclidean,10,M010;M035;M038;M039;M045;M050;M051;M058;M059;M083,19,1,1,2,C0001;C0002;C0003;C0106;C0108;C0110;C0111;C0112;C0113;C0114;C0118;C0901;C0903;C0906;C0907;C0908;C1039;C1040;C1043
C0111,support,freeflow_form,euclidean,9,M010;M035;M038;M039;M045;M050;M051;M058;M083,18,1,1,2,C0001;C0002;C0003;C0106;C0107;C0108;C0110;C0111;C0112;C0113;C0901;C0903;C0906;C0908;C0909;C0921;C1039;C1052
C0112,support,freeflow_form,euclidean,9,M010;M035;M038;M039;M045;M050;M051;M059;M083,15,1,1,1,C0106;C0108;C0110;C0111;C0112;C0113;C0114;C0119;C0903;C0904;C0906;C0908;C1039;C1040;C1043
C0113,support,freeflow_form,euclidean,7,M010;M035;M038;M039;M050;M051;M083,13,1,1,2,C0074;C0106;C0108;C0110;C0111;C0112;C0113;C0902;C0903;C1040;C1041;C1159;C1471
C0114,support,freeflow_form,euclidean,9,M010;M035;M038;M044;M045;M050;M051;M059;M083,13,1,1,1,C0108;C0110;C0112;C0114;C0115;C0116;C0119;C0904;C0905;C0908;C1039;C1040;C1043
C0115,support,freeflow_form,euclidean,8,M010;M035;M044;M045;M049;M050;M051;M059,9,1,1,1,C0114;C0115;C0116;C0118;C0119;C0904;C1042;C1044;C1199
C0116,support,freeflow_form,euclidean,9,M010;M035;M044;M045;M049;M050;M051;M059;M083,12,1,1,1,C0108;C0114;C0115;C0116;C0117;C0118;C0119;C0904;C0908;C1039;C1042;C1043
C0117,support,freeflow_form,euclidean,10,M010;M035;M045;M049;M050;M051;M058;M059;M060;M083,14,1,1,2,C0001;C0002;C0003;C0116;C0117;C0118;C0119;C0906;C0907;C0908;C0909;C1042;C1043;C1053
C0118,support,freeflow_form,euclidean,9,M010;M035;M045;M049;M050;M051;M058;M059;M083,17,1,1,2,C0001;C0002;C0003;C0110;C0115;C0116;C0117;C0118;C0119;C0904;C0906;C0907;C0908;C0909;C1039;C1042;C1043
C0119,support,freeflow_form,euclidean,8,M010;M035;M045;M049;M050;M051;M059;M083,18,1,1,1,C0112;C0114;C0115;C0116;C0117;C0118;C0119;C0120;C0904;C0906;C0907;C0908;C0910;C1039;C1042;C1043;C1044;C1199
C0120,support,freeflow_form,euclidean,6,M010;M035;M050;M051;M059;M083,13,1,1,2,C0074;C0119;C0120;C0908;C0910;C1039;C1040;C1041;C1043;C1044;C1045;C1159;C1238
C0121,support,freeflow_form,euclidean,9,M010;M037;M038;M039;M044;M050;M051;M052;M083,4,1,1,1,C0121;C0902;C1046;C1047
C0122,support,freeflow_form,euclidean,10,M013;M017;M019;M072;M074;M077;M078;M079;M080;M081,4,1,1,1,C0122;C0125;C0126;C0911
C0123,support,freeflow_form,euclidean,10,M017;M019;M041;M047;M075;M076;M077;M078;M079;M080,4,1,1,1,C0123;C0124;C0127;C0139
C0124,support,freeflow_form,euclidean,9,M017;M019;M041;M047;M076;M077;M078;M079;M080,4,1,1,1,C0123;C0124;C0127;C0139
C0125,support,freeflow_form,euclidean,8,M017;M019;M072;M074;M077;M078;M079;M081,5,1,1,1,C0122;C0125;C0126;C0128;C0911
C0126,support,freeflow_form,euclidean,7,M017;M019;M074;M077;M078;M079;M081,6,1,1,1,C0122;C0125;C0126;C0128;C0911;C0922
C0127,support,freeflow_form,euclidean,8,M019;M041;M047;M076;M077;M078;M079;M080,5,1,1,1,C0123;C0124;C0127;C0139;C0140
C0128,support,freeflow_form,euclidean,6,M019;M074;M077;M078;M079;M081,4,1,1,1,C0125;C0126;C0128;C0922
C0129,support,freeflow_form,euclidean,8,M021;M032;M033;M036;M037;M039;M043;M052,15,1,1,1,C0105;C0129;C0130;C0131;C0132;C0134;C0913;C0914;C0917;C1048;C1050;C1110;C1112;C1114;C1279
C0130,support,freeflow_form,euclidean,9,M021;M032;M033;M036;M037;M039;M043;M052;M073,10,1,1,1,C0105;C0129;C0130;C0134;C0913;C0914;C0915;C1048;C1110;C1279
C0131,support,freeflow_form,euclidean,9,M021;M033;M036;M037;M038;M039;M043;M052;M076,10,1,1,1,C0129;C0131;C0132;C0134;C0912;C0913;C0914;C0915;C0916;C0919
C0132,support,freeflow_form,euclidean,9,M021;M033;M036;M037;M038;M039;M043;M052;M083,15,1,1,1,C0129;C0131;C0132;C0133;C0134;C0136;C0912;C0913;C0914;C0915;C0916;C0917;C0919;C1049;C1051
C0133,support,freeflow_form,euclidean,10,M021;M033;M036;M037;M039;M043;M050;M052;M058;M083,7,1,1,1,C0132;C0133;C0134;C0912;C0917;C1049;C1051
C0134,support,freeflow_form,euclidean,7,M021;M033;M036;M037;M039;M043;M052,23,1,1,1,C0105;C0129;C0130;C0131;C0132;C0133;C0134;C0912;C0913;C0914;C0915;C0916;C0917;C0919;C0920;C1048;C1050;C1051;C1110;C1113;C1114;C1202;C1279
C0135,support,freeflow_form,euclidean,9,M021;M036;M037;M038;M039;M050;M051;M052;M083,6,1,1,1,C0135;C0136;C0912;C0918;C1049;C1118
C0136,support,freeflow_form,euclidean,8,M021;M036;M037;M038;M039;M050;M052;M083,10,1,1,1,C0132;C0135;C0136;C0137;C0912;C0917;C0918;C1049;C1118;C1163
C0137,support,freeflow_form,euclidean,6,M021;M036;M037;M038;M039;M052,7,1,1,1,C0136;C0137;C0913;C0919;C0920;C1050;C1242
C0138,support,freeflow_form,euclidean,9,M035;M036;M039;M045;M050;M051;M058;M060;M083,9,1,1,1,C0106;C0107;C0138;C0901;C0909;C0921;C1052;C1053;C1115
C0139,support,freeflow_form,euclidean,7,M041;M047;M076;M077;M078;M079;M080,6,1,1,1,C0123;C0124;C0127;C0139;C0140;C0141
C0140,support,freeflow_form,euclidean,6,M041;M076;M077;M078;M079;M080,4,1,1,1,C0127;C0139;C0140;C0141
C0142,support,posture,euclidean,9,M002;M003;M004;M012;M015;M021;M027;M035;M046,9,1,1,1,C0142;C0143;C0144;C0145;C0146;C0154;C0211;C0242;C0243
C0143,support,posture,euclidean,10,M002;M003;M004;M012;M015;M021;M027;M035;M046;M079,10,1,1,1,C0142;C0143;C0144;C0146;C0148;C0154;C0211;C0241;C0242;C0243
C0144,support,posture,euclidean,9,M002;M003;M004;M012;M015;M022;M027;M035;M046,9,1,1,1,C0142;C0143;C0144;C0145;C0146;C0150;C0152;C0154;C0211
C0145,support,posture,euclidean,10,M002;M003;M004;M012;M015;M022;M027;M035;M046;M077,10,1,1,1,C0142;C0144;C0145;C0146;C0150;C0151;C0152;C0154;C0155;C0172
C0146,support,posture,euclidean,8,M002;M003;M004;M012;M015;M027;M035;M046,8,1,1,1,C0142;C0143;C0144;C0145;C0146;C0153;C0154;C0211
C0147,support,posture,euclidean,10,M002;M003;M004;M015;M021;M022;M027;M035;M079;M080,4,1,1,1,C0147;C0148;C0157;C0159
C0148,support,posture,euclidean,9,M002;M003;M004;M015;M021;M027;M035;M079;M080,6,1,1,1,C0143;C0147;C0148;C0156;C0157;C0159
C0149,support,posture,euclidean,10,M002;M003;M004;M015;M022;M024;M047;M050;M051;M077,4,1,1,1,C0149;C0212;C0925;C0926
C0150,support,posture,euclidean,10,M002;M003;M004;M015;M022;M025;M027;M035;M046;M077,10,1,1,1,C0144;C0145;C0150;C0151;C0152;C0154;C0155;C0167;C0168;C0172
C0151,support,posture,euclidean,9,M002;M003;M004;M015;M022;M025;M027;M035;M077,8,1,1,1,C0145;C0150;C0151;C0152;C0155;C0168;C0171;C0172
C0152,support,posture,euclidean,8,M002;M003;M004;M015;M022;M027;M035;M077,11,1,1,1,C0144;C0145;C0150;C0151;C0152;C0153;C0155;C0170;C0171;C0172;C0176
C0153,support,posture,euclidean,6,M002;M003;M004;M015;M027;M035,9,1,1,1,C0146;C0152;C0153;C0154;C0155;C0158;C0163;C0175;C0176
C0154,support,posture,euclidean,7,M002;M003;M004;M015;M027;M035;M046,11,1,1,1,C0142;C0143;C0144;C0145;C0146;C0150;C0153;C0154;C0155;C0163;C0175
C0155,support,posture,euclidean,7,M002;M003;M004;M015;M027;M035;M077,12,1,1,1,C0145;C0150;C0151;C0152;C0153;C0154;C0155;C0163;C0172;C0175;C0176;C0200
C0156,support,posture,euclidean,10,M002;M003;M004;M021;M027;M035;M054;M055;M079;M080,7,1,1,1,C0148;C0156;C0157;C0159;C0164;C0251;C0253
C0157,support,posture,euclidean,8,M002;M003;M004;M021;M027;M035;M079;M080,7,1,1,1,C0147;C0148;C0156;C0157;C0158;C0159;C0164
C0158,support,posture,euclidean,6,M002;M003;M004;M027;M035;M079,5,1,1,1,C0153;C0157;C0158;C0159;C0166
C0159,support,posture,euclidean,7,M002;M003;M004;M027;M035;M079;M080,7,1,1,1,C0147;C0148;C0156;C0157;C0158;C0159;C0166
C0160,support,posture,euclidean,10,M002;M003;M012;M015;M016;M022;M024;M035;M040;M046,8,1,1,1,C0160;C0161;C0229;C0235;C0237;C0238;C0246;C0295
C0161,support,posture,euclidean,9,M002;M003;M012;M015;M016;M022;M035;M040;M046,11,1,1,1,C0160;C0161;C0228;C0229;C0233;C0235;C0236;C0237;C0246;C0294;C0295
C0162,support,posture,euclidean,10,M002;M003;M012;M015;M022;M035;M046;M047;M050;M077,11,1,1,1,C0162;C0173;C0182;C0183;C0186;C0189;C0191;C0192;C0195;C0197;C0298
C0163,support,posture,euclidean,5,M002;M003;M015;M027;M035,5,1,1,1,C0153;C0154;C0155;C0163;C0165
C0164,support,posture,euclidean,9,M002;M003;M021;M027;M035;M054;M055;M079;M080,5,1,1,1,C0156;C0157;C0164;C0251;C0253
C0165,support,posture,euclidean,4,M002;M003;M027;M035,4,1,1,1,C0163;C0165;C0166;C0203
C0166,support,posture,euclidean,5,M002;M003;M027;M035;M079,5,1,1,1,C0158;C0159;C0165;C0166;C0205
C0167,support,posture,euclidean,9,M002;M004;M015;M022;M025;M027;M035;M040;M046,5,1,1,1,C0150;C0167;C0168;C0177;C0179
C0168,support,posture,euclidean,10,M002;M004;M015;M022;M025;M027;M035;M040;M046;M077,7,1,1,1,C0150;C0151;C0167;C0168;C0172;C0177;C0179
C0169,support,posture,euclidean,10,M002;M004;M015;M022;M027;M035;M046;M047;M050;M077,13,1,1,1,C0169;C0170;C0171;C0172;C0173;C0174;C0182;C0186;C0189;C0191;C0192;C0195;C0197
C0170,support,posture,euclidean,9,M002;M004;M015;M022;M027;M035;M047;M050;M077,11,1,1,1,C0152;C0169;C0170;C0171;C0172;C0173;C0174;C0184;C0191;C0194;C0195
C0171,support,posture,euclidean,8,M002;M004;M015;M022;M027;M035;M047;M077,9,1,1,1,C0151;C0152;C0169;C0170;C0171;C0172;C0173;C0174;C0176
C0172,support,posture,euclidean,7,M002;M004;M015;M022;M027;M035;M077,13,1,1,1,C0145;C0150;C0151;C0152;C0155;C0168;C0169;C0170;C0171;C0172;C0175;C0176;C0200
C0173,support,posture,euclidean,9,M002;M004;M015;M022;M035;M046;M047;M050;M077,17,1,1,1,C0162;C0169;C0170;C0171;C0173;C0174;C0182;C0183;C0185;C0186;C0188;C0189;C0191;C0192;C0194;C0195;C0197
C0174,support,posture,euclidean,8,M002;M004;M015;M022;M035;M047;M050;M077,13,1,1,1,C0169;C0170;C0171;C0173;C0174;C0182;C0186;C0187;C0189;C0191;C0194;C0195;C0198
C0175,support,posture,euclidean,5,M002;M004;M015;M027;M035,7,1,1,1,C0153;C0154;C0155;C0172;C0175;C0176;C0180
C0176,support,posture,euclidean,6,M002;M004;M015;M027;M035;M077,8,1,1,1,C0152;C0153;C0155;C0171;C0172;C0175;C0176;C0200
C0177,support,posture,euclidean,8,M002;M004;M022;M025;M027;M035;M040;M046,5,1,1,1,C0167;C0168;C0177;C0178;C0179
C0178,support,posture,euclidean,6,M002;M004;M022;M025;M035;M040,4,1,1,1,C0177;C0178;C0179;C0924
C0179,support,posture,euclidean,7,M002;M004;M022;M025;M035;M040;M046,6,1,1,1,C0167;C0168;C0177;C0178;C0179;C0924
C0180,support,posture,euclidean,4,M002;M004;M027;M035,4,1,1,1,C0175;C0180;C0181;C0203
C0181,support,posture,euclidean,3,M002;M004;M035,2,1,1,1,C0180;C0181
C0182,support,posture,euclidean,9,M002;M012;M015;M022;M035;M046;M047;M050;M077,16,1,1,1,C0162;C0169;C0173;C0174;C0182;C0183;C0185;C0186;C0188;C0189;C0191;C0192;C0194;C0195;C0197;C0298
C0183,support,posture,euclidean,8,M002;M012;M015;M022;M035;M046;M047;M077,10,1,1,1,C0162;C0173;C0182;C0183;C0186;C0189;C0191;C0193;C0298;C0299
C0184,support,posture,euclidean,10,M002;M015;M022;M024;M027;M035;M047;M050;M053;M077,6,1,1,1,C0170;C0184;C0186;C0187;C0194;C0195
C0185,support,posture,euclidean,10,M002;M015;M022;M024;M035;M040;M046;M047;M050;M077,11,1,1,1,C0173;C0182;C0185;C0186;C0187;C0188;C0189;C0191;C0192;C0195;C0197
C0186,support,posture,euclidean,9,M002;M015;M022;M024;M035;M046;M047;M050;M077,18,1,1,1,C0162;C0169;C0173;C0174;C0182;C0183;C0184;C0185;C0186;C0187;C0188;C0189;C0191;C0192;C0194;C0195;C0197;C0304
C0187,support,posture,euclidean,9,M002;M015;M022;M024;M035;M047;M050;M053;M077,8,1,1,1,C0174;C0184;C0185;C0186;C0187;C0191;C0194;C0195
C0188,support,posture,euclidean,10,M002;M015;M022;M025;M035;M040;M046;M047;M050;M077,10,1,1,1,C0173;C0182;C0185;C0186;C0188;C0189;C0191;C0192;C0195;C0197
C0189,support,posture,euclidean,9,M002;M015;M022;M025;M035;M046;M047;M050;M077,15,1,1,1,C0162;C0169;C0173;C0174;C0182;C0183;C0185;C0186;C0188;C0189;C0191;C0192;C0194;C0195;C0197
C0190,support,posture,euclidean,5,M002;M015;M022;M035;M046,4,1,1,1,C0190;C0192;C0193;C0196
C0191,support,posture,euclidean,8,M002;M015;M022;M035;M046;M047;M050;M077,19,1,1,1,C0162;C0169;C0170;C0173;C0174;C0182;C0183;C0185;C0186;C0187;C0188;C0189;C0191;C0192;C0193;C0194;C0195;C0197;C0198
C0192,support,posture,euclidean,7,M002;M015;M022;M035;M046;M050;M077,16,1,1,1,C0162;C0169;C0173;C0182;C0185;C0186;C0188;C0189;C0190;C0191;C0192;C0193;C0195;C0197;C0199;C0310
C0193,support,posture,euclidean,6,M002;M015;M022;M035;M046;M077,7,1,1,1,C0183;C0190;C0191;C0192;C0193;C0299;C0310
C0194,support,posture,euclidean,8,M002;M015;M022;M035;M047;M050;M053;M077,12,1,1,1,C0170;C0173;C0174;C0182;C0184;C0186;C0187;C0189;C0191;C0194;C0195;C0198
C0195,support,posture,euclidean,7,M002;M015;M022;M035;M047;M050;M077,20,1,1,1,C0162;C0169;C0170;C0173;C0174;C0182;C0184;C0185;C0186;C0187;C0188;C0189;C0191;C0192;C0194;C0195;C0197;C0198;C0199;C0314
C0196,support,posture,euclidean,4,M002;M015;M022;M046,3,1,1,1,C0190;C0196;C0313
C0197,support,posture,euclidean,7,M002;M015;M022;M046;M047;M050;M077,15,1,1,1,C0162;C0169;C0173;C0182;C0185;C0186;C0188;C0189;C0191;C0192;C0195;C0197;C0198;C0199;C0314
C0198,support,posture,euclidean,6,M002;M015;M022;M047;M050;M077,8,1,1,1,C0174;C0191;C0194;C0195;C0197;C0198;C0199;C0314
C0199,support,posture,euclidean,5,M002;M015;M022;M050;M077,6,1,1,1,C0192;C0195;C0197;C0198;C0199;C0201
C0200,support,posture,euclidean,5,M002;M015;M027;M035;M077,8,1,1,2,C0004;C0005;C0006;C0155;C0172;C0176;C0200;C0204
C0201,support,posture,euclidean,4,M002;M015;M050;M077,3,1,1,1,C0199;C0201;C0202
C0202,support,posture,euclidean,3,M002;M015;M077,2,1,1,1,C0201;C0202
C0203,support,posture,euclidean,3,M002;M027;M035,8,1,1,2,C0004;C0005;C0006;C0165;C0180;C0203;C0204;C0205
C0204,support,posture,euclidean,4,M002;M027;M035;M077,7,1,1,2,C0004;C0005;C0006;C0200;C0203;C0204;C0206
C0205,support,posture,euclidean,4,M002;M027;M035;M079,3,1,1,1,C0166;C0203;C0205
C0206,support,posture,euclidean,3,M002;M035;M077,5,1,1,2,C0004;C0005;C0006;C0204;C0206
C0207,support,posture,euclidean,10,M002;M043;M044;M045;M047;M049;M050;M077;M078;M082,6,1,1,1,C0207;C0208;C0209;C0210;C0944;C0946
C0208,support,posture,euclidean,10,M002;M043;M044;M045;M049;M050;M077;M078;M081;M082,8,1,1,1,C0207;C0208;C0209;C0210;C0340;C0341;C0944;C0946
C0209,support,posture,euclidean,9,M002;M043;M044;M045;M049;M050;M077;M078;M082,7,1,1,1,C0207;C0208;C0209;C0210;C0340;C0944;C0946
C0210,support,posture,euclidean,8,M002;M043;M044;M049;M050;M077;M078;M082,7,1,1,1,C0207;C0208;C0209;C0210;C0944;C0946;C1125
C0211,support,posture,euclidean,8,M003;M004;M012;M015;M021;M027;M035;M046,10,1,1,1,C0142;C0143;C0144;C0146;C0211;C0240;C0241;C0242;C0243;C0244
C0213,support,posture,euclidean,9,M003;M011;M012;M015;M021;M034;M036;M037;M038,12,1,1,1,C0213;C0214;C0215;C0216;C0217;C0218;C0219;C0220;C0221;C0223;C0927;C0929
C0219,support,posture,euclidean,10,M003;M011;M012;M021;M034;M036;M037;M038;M047;M053,8,1,1,1,C0213;C0216;C0217;C0219;C0220;C0221;C0223;C0929
C0220,support,posture,euclidean,9,M003;M011;M012;M021;M034;M036;M037;M038;M053,12,1,1,1,C0213;C0214;C0215;C0216;C0217;C0218;C0219;C0220;C0221;C0223;C0927;C0929
C0223,support,posture,euclidean,7,M003;M011;M012;M034;M036;M037;M038,15,1,1,1,C0213;C0214;C0216;C0217;C0218;C0219;C0220;C0221;C0223;C0927;C0928;C0929;C0933;C0937;C1054
C0224,support,posture,euclidean,10,M003;M012;M013;M016;M021;M024;M046;M052;M071;M076,4,1,1,1,C0224;C0225;C0226;C0227
C0225,support,posture,euclidean,9,M003;M012;M013;M021;M024;M046;M052;M071;M076,4,1,1,1,C0224;C0225;C0226;C0227
C0226,support,posture,euclidean,8,M003;M012;M013;M021;M024;M046;M052;M076,5,1,1,1,C0224;C0225;C0226;C0227;C1205
C0227,support,posture,euclidean,7,M003;M012;M013;M021;M024;M046;M076,6,1,1,1,C0224;C0225;C0226;C0227;C1205;C1475
C0228,support,posture,euclidean,10,M003;M012;M015;M016;M021;M022;M035;M038;M040;M046,9,1,1,1,C0161;C0228;C0229;C0233;C0234;C0235;C0237;C0246;C0295
C0229,support,posture,euclidean,9,M003;M012;M015;M016;M021;M022;M035;M040;M046,13,1,1,1,C0160;C0161;C0228;C0229;C0230;C0233;C0234;C0235;C0236;C0237;C0246;C0294;C0295
C0230,support,posture,euclidean,10,M003;M012;M015;M016;M021;M024;M035;M040;M046;M052,7,1,1,1,C0229;C0230;C0231;C0233;C0234;C0238;C0239
C0231,support,posture,euclidean,9,M003;M012;M015;M016;M021;M024;M040;M046;M052,5,1,1,1,C0230;C0231;C0233;C0238;C0239
C0232,support,posture,euclidean,10,M003;M012;M015;M016;M021;M027;M035;M038;M046;M079,5,1,1,1,C0232;C0234;C0241;C0242;C0243
C0233,support,posture,euclidean,8,M003;M012;M015;M016;M021;M035;M040;M046,10,1,1,1,C0161;C0228;C0229;C0230;C0231;C0233;C0234;C0235;C0237;C0244
C0234,support,posture,euclidean,7,M003;M012;M015;M016;M021;M035;M046,9,1,1,1,C0228;C0229;C0230;C0232;C0233;C0234;C0242;C0244;C0245
C0235,support,posture,euclidean,9,M003;M012;M015;M016;M022;M025;M035;M040;M046,11,1,1,1,C0160;C0161;C0228;C0229;C0233;C0235;C0236;C0237;C0246;C0294;C0295
C0236,support,posture,euclidean,10,M003;M012;M015;M016;M022;M025;M035;M040;M046;M050,8,1,1,1,C0161;C0229;C0235;C0236;C0237;C0246;C0294;C0295
C0237,support,posture,euclidean,8,M003;M012;M015;M016;M022;M035;M040;M046,12,1,1,1,C0160;C0161;C0228;C0229;C0233;C0235;C0236;C0237;C0246;C0294;C0295;C0297
C0238,support,posture,euclidean,7,M003;M012;M015;M016;M024;M040;M046,7,1,1,1,C0160;C0230;C0231;C0238;C0239;C0296;C0303
C0239,support,posture,euclidean,8,M003;M012;M015;M016;M024;M040;M046;M052,5,1,1,1,C0230;C0231;C0238;C0239;C0296
C0240,support,posture,euclidean,6,M003;M012;M015;M021;M027;M035,6,1,1,1,C0211;C0240;C0242;C0243;C0244;C0249
C0241,support,posture,euclidean,9,M003;M012;M015;M021;M027;M035;M038;M046;M079,6,1,1,1,C0143;C0211;C0232;C0241;C0242;C0243
C0242,support,posture,euclidean,7,M003;M012;M015;M021;M027;M035;M046,12,1,1,1,C0142;C0143;C0211;C0232;C0234;C0240;C0241;C0242;C0243;C0244;C0245;C0249
C0243,support,posture,euclidean,8,M003;M012;M015;M021;M027;M035;M046;M079,9,1,1,1,C0142;C0143;C0211;C0232;C0240;C0241;C0242;C0243;C0244
C0244,support,posture,euclidean,6,M003;M012;M015;M021;M035;M046,8,1,1,1,C0211;C0233;C0234;C0240;C0242;C0243;C0244;C0245
C0245,support,posture,euclidean,5,M003;M012;M015;M021;M046,5,1,1,1,C0234;C0242;C0244;C0245;C0247
C0246,support,posture,euclidean,7,M003;M012;M015;M022;M035;M040;M046,12,1,1,1,C0160;C0161;C0228;C0229;C0235;C0236;C0237;C0246;C0295;C0297;C0300;C0301
C0247,support,posture,euclidean,4,M003;M012;M015;M046,3,1,1,1,C0245;C0247;C1055
C0250,support,posture,euclidean,4,M003;M012;M021;M035,5,1,1,2,C0060;C0248;C0249;C0250;C0252
C0251,support,posture,euclidean,8,M003;M021;M027;M035;M054;M055;M079;M080,5,1,1,1,C0156;C0164;C0251;C0253;C0331
C0252,support,posture,euclidean,3,M003;M021;M035,2,1,1,1,C0250;C0252
C0253,support,posture,euclidean,7,M003;M027;M035;M054;M055;M079;M080,6,1,1,1,C0156;C0164;C0251;C0253;C0331;C0333
C0254,support,posture,euclidean,10,M004;M012;M015;M016;M022;M024;M035;M046;M050;M052,6,1,1,1,C0254;C0255;C0256;C0257;C0259;C0305
C0255,support,posture,euclidean,9,M004;M012;M015;M016;M024;M035;M046;M050;M052,5,1,1,1,C0254;C0255;C0256;C0257;C0259
C0256,support,posture,euclidean,8,M004;M012;M015;M016;M024;M035;M046;M052,5,1,1,1,C0254;C0255;C0256;C0257;C0258
C0257,support,posture,euclidean,7,M004;M012;M015;M016;M024;M046;M052,6,1,1,1,C0254;C0255;C0256;C0257;C0258;C0930
C0258,support,posture,euclidean,6,M004;M012;M015;M024;M046;M052,4,1,1,1,C0256;C0257;C0258;C0930
C0259,support,posture,euclidean,10,M004;M015;M016;M022;M024;M035;M046;M047;M050;M052,6,1,1,1,C0254;C0255;C0259;C0304;C0305;C0308
C0260,support,posture,euclidean,10,M004;M027;M028;M032;M033;M054;M055;M073;M079;M080,7,1,1,1,C0260;C0323;C0324;C0325;C0326;C0328;C0337
C0265,support,posture,euclidean,10,M005;M007;M009;M010;M030;M032;M054;M055;M079;M080,10,1,1,1,C0261;C0264;C0265;C0266;C0267;C0268;C0270;C0271;C0272;C0274
C0270,support,posture,euclidean,10,M005;M009;M010;M027;M030;M032;M054;M055;M079;M080,10,1,1,1,C0261;C0265;C0266;C0267;C0270;C0271;C0272;C0274;C0276;C0277
C0274,support,posture,euclidean,9,M005;M009;M027;M030;M032;M054;M055;M079;M080,7,1,1,1,C0261;C0265;C0270;C0271;C0274;C0276;C0277
C0276,support,posture,euclidean,8,M005;M027;M030;M032;M054;M055;M079;M080,6,1,1,1,C0270;C0274;C0276;C0277;C0278;C0932
C0277,support,posture,euclidean,7,M005;M027;M032;M054;M055;M079;M080,8,1,1,1,C0270;C0274;C0276;C0277;C0278;C0328;C0333;C0943
C0278,support,posture,euclidean,6,M005;M027;M054;M055;M079;M080,6,1,1,1,C0276;C0277;C0278;C0330;C0331;C0333
C0279,support,posture,euclidean,7,M005;M028;M030;M032;M054;M055;M080,6,1,1,1,C0271;C0272;C0279;C0931;C0932;C1056
C0280,support,posture,euclidean,3,M007;M009;M010,6,1,1,2,C0009;C0010;C0061;C0062;C0280;C0281
C0283,support,posture,euclidean,10,M011;M015;M022;M024;M027;M035;M047;M050;M053;M054,4,1,1,1,C0283;C0284;C0285;C0286
C0284,support,posture,euclidean,9,M011;M015;M022;M024;M027;M047;M050;M053;M054,4,1,1,1,C0283;C0284;C0285;C0286
C0285,support,posture,euclidean,7,M011;M015;M022;M024;M047;M050;M053,6,1,1,1,C0283;C0284;C0285;C0286;C0287;C0935
C0286,support,posture,euclidean,8,M011;M015;M022;M024;M047;M050;M053;M054,5,1,1,1,C0283;C0284;C0285;C0286;C0287
C0287,support,posture,euclidean,6,M011;M015;M022;M024;M047;M053,4,1,1,1,C0285;C0286;C0287;C0935
C0288,support,posture,euclidean,10,M011;M015;M022;M025;M036;M038;M040;M046;M047;M053,4,1,1,1,C0288;C0289;C0290;C0292
C0289,support,posture,euclidean,9,M011;M015;M022;M036;M038;M040;M046;M047;M053,4,1,1,1,C0288;C0289;C0290;C0292
C0290,support,posture,euclidean,8,M011;M015;M022;M036;M038;M046;M047;M053,5,1,1,1,C0288;C0289;C0290;C0291;C0292
C0291,support,posture,euclidean,6,M011;M015;M022;M036;M038;M047,4,1,1,1,C0290;C0291;C0292;C0934
C0292,support,posture,euclidean,7,M011;M015;M022;M036;M038;M047;M053,6,1,1,1,C0288;C0289;C0290;C0291;C0292;C0934
C0293,support,posture,euclidean,6,M011;M021;M034;M036;M037;M038,7,1,1,1,C0216;C0293;C0929;C0933;C0937;C1054;C1167
C0294,support,posture,euclidean,8,M012;M015;M016;M022;M025;M035;M040;M046,8,1,1,1,C0161;C0229;C0235;C0236;C0237;C0294;C0295;C0297
C0295,support,posture,euclidean,7,M012;M015;M016;M022;M035;M040;M046,13,1,1,1,C0160;C0161;C0228;C0229;C0235;C0236;C0237;C0246;C0294;C0295;C0297;C0300;C0301
C0296,support,posture,euclidean,6,M012;M015;M016;M024;M040;M046,4,1,1,1,C0238;C0239;C0296;C0303
C0297,support,posture,euclidean,6,M012;M015;M022;M035;M040;M046,8,1,1,1,C0237;C0246;C0294;C0295;C0297;C0299;C0300;C0301
C0298,support,posture,euclidean,7,M012;M015;M022;M035;M046;M047;M077,6,1,1,1,C0162;C0182;C0183;C0298;C0299;C0310
C0299,support,posture,euclidean,6,M012;M015;M022;M035;M046;M077,6,1,1,1,C0183;C0193;C0297;C0298;C0299;C0310
C0300,support,posture,euclidean,5,M012;M015;M022;M040;M046,6,1,1,1,C0246;C0295;C0297;C0300;C0302;C0312
C0301,support,posture,euclidean,5,M012;M015;M035;M040;M046,5,1,1,1,C0246;C0295;C0297;C0301;C0302
C0302,support,posture,euclidean,4,M012;M015;M040;M046,4,1,1,1,C0300;C0301;C0302;C0315
C0303,support,posture,euclidean,5,M012;M016;M024;M040;M046,4,1,1,1,C0238;C0296;C0303;C1058
C0304,support,posture,euclidean,8,M015;M016;M022;M024;M035;M046;M047;M050,6,1,1,1,C0186;C0259;C0304;C0305;C0307;C0308
C0305,support,posture,euclidean,9,M015;M016;M022;M024;M035;M046;M047;M050;M052,5,1,1,1,C0254;C0259;C0304;C0305;C0308
